Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
1,Lat-Nam Adept,Lat-Nam Adept,The Brothers' War,56,BRO,Foil,Near Mint,English,Common,452085,6681848
1,Power Plant Worker,Power Plant Worker,The Brothers' War,241,BRO,Foil,Near Mint,English,Common,452531,6704536
1,Air Marshal,Air Marshal,The Brothers' War,43,BRO,Foil,Near Mint,English,Common,453099,6715140
1,Union of the Third Path,Union of the Third Path,The Brothers' War,31,BRO,Foil,Near Mint,English,Common,452358,6693798
1,Combat Courier,Combat Courier,The Brothers' War,77,BRO,Foil,Near Mint,English,Common,453026,6712500
1,Prison Sentence,Prison Sentence,The Brothers' War,21,BRO,Foil,Near Mint,English,Common,453077,6713570
1,Urza's Rebuff,Urza's Rebuff,The Brothers' War,71,BRO,Foil,Near Mint,English,Common,452092,6682218
1,Tocasia's Dig Site,Tocasia's Dig Site,The Brothers' War,266,BRO,Foil,Near Mint,English,Common,452231,6687718
1,Audacity,Audacity,The Brothers' War,169,BRO,Foil,Near Mint,English,Uncommon,452264,6689558
1,Fallaji Dragon Engine,Fallaji Dragon Engine,The Brothers' War,159,BRO,Foil,Near Mint,English,Uncommon,452295,6691048
1,The Mightstone and Weakstone,The Mightstone and Weakstone,The Brothers' War,238a,BRO,Foil,Near Mint,English,Rare,448411,6641360
1,Jalum Tome,Jalum Tome,The Brothers' War: Retro Frame Artifacts,24,BRR,Foil,Near Mint,English,Uncommon,448823,6646943
1,Caged Sun (Schematic),Caged Sun,The Brothers' War: Retro Frame Artifacts,72,BRR,Foil,Near Mint,English,Mythic,451973,6696721
1,Gilded Lotus (Schematic),Gilded Lotus,The Brothers' War: Retro Frame Artifacts,80,BRR,Foil,Near Mint,English,Rare,452455,6701456
1,"Blitzwing, Cruel Tormentor","Blitzwing, Cruel Tormentor",Universes Beyond: Transformers,4,BOT,Foil,Near Mint,English,Mythic,448832,6647028
1,Blast Zone,Blast Zone,The Brothers' War,258,BRO,Foil,Near Mint,English,Rare,451849,6671982
1,Evangel of Synthesis,Evangel of Synthesis,The Brothers' War,209,BRO,Foil,Near Mint,English,Uncommon,452543,6705121
1,Yotian Frontliner,Yotian Frontliner,The Brothers' War,42,BRO,Foil,Near Mint,English,Uncommon,452385,6694370
1,Scrapwork Rager,Scrapwork Rager,The Brothers' War,123,BRO,Foil,Near Mint,English,Common,453017,6711780
1,Gnarlroot Pallbearer,Gnarlroot Pallbearer,The Brothers' War,184,BRO,Foil,Near Mint,English,Common,453142,6718145
1,Moment of Defiance,Moment of Defiance,The Brothers' War,108,BRO,Foil,Near Mint,English,Common,453128,6717195
1,Koilos Roc,Koilos Roc,The Brothers' War,55,BRO,Foil,Near Mint,English,Common,453024,6712340
1,Yotian Dissident,Yotian Dissident,The Brothers' War,227,BRO,Foil,Near Mint,English,Uncommon,451937,6675622
1,Sardian Cliffstomper,Sardian Cliffstomper,The Brothers' War,151,BRO,Foil,Near Mint,English,Uncommon,452393,6694811
1,Thran Spider,Thran Spider,The Brothers' War,254,BRO,Foil,Near Mint,English,Rare,451949,6676582
1,Chromatic Star (Schematic),Chromatic Star,The Brothers' War: Retro Frame Artifacts,74,BRR,Foil,Near Mint,English,Uncommon,452445,6700856
1,Thran Spider (Extended Art),Thran Spider,The Brothers' War,368,BRO,Foil,Near Mint,English,Rare,452356,6693668
1,Phyrexian Revoker (Schematic),Phyrexian Revoker,The Brothers' War: Retro Frame Artifacts,103,BRR,Foil,Near Mint,English,Rare,448817,6646883
1,Bone Saw (Schematic),Bone Saw,The Brothers' War: Retro Frame Artifacts,70,BRR,Foil,Near Mint,English,Uncommon,452441,6700616
1,Kayla's Command,Kayla's Command,The Brothers' War,9,BRO,Foil,Near Mint,English,Rare,451891,6672572
1,Ichor Wellspring (Schematic),Ichor Wellspring,The Brothers' War: Retro Frame Artifacts,84,BRR,Foil,Near Mint,English,Uncommon,452457,6701576
1,Rootwire Amalgam (Extended Art),Rootwire Amalgam,The Brothers' War,351,BRO,Foil,Near Mint,English,Mythic,452807,6709000
1,Phyrexian Fleshgorger,Phyrexian Fleshgorger,The Brothers' War,121,BRO,Foil,Near Mint,English,Mythic,451439,6667841
1,Splitting the Powerstone,Splitting the Powerstone,The Brothers' War,63,BRO,Foil,Near Mint,English,Uncommon,451469,6668966
1,Pyrrhic Blast,Pyrrhic Blast,The Brothers' War,148,BRO,Foil,Near Mint,English,Uncommon,452186,6685568
1,Steel Seraph (Extended Art),Steel Seraph,The Brothers' War,311,BRO,Foil,Near Mint,English,Rare,452676,6707061
1,Quicksilver Amulet,Quicksilver Amulet,Magic 2012 (M12),214,M12,Foil,Near Mint,English,Rare,47551,473844
1,Liquimetal Coating,Liquimetal Coating,The Brothers' War: Retro Frame Artifacts,28,BRR,Foil,Near Mint,English,Uncommon,452413,6698496
1,"Arcee, Sharpshooter","Arcee, Sharpshooter",Universes Beyond: Transformers,7,BOT,Foil,Near Mint,English,Mythic,448836,6647063
1,Shoot Down,Shoot Down,The Brothers' War,190,BRO,Foil,Near Mint,English,Common,453023,6712260
1,Carrion Locust,Carrion Locust,The Brothers' War,87,BRO,Foil,Near Mint,English,Common,453109,6715810
1,Depth Charge Colossus,Depth Charge Colossus,The Brothers' War,78,BRO,Foil,Near Mint,English,Common,451956,6677302
1,Sibling Rivalry,Sibling Rivalry,The Brothers' War,152,BRO,Foil,Near Mint,English,Common,452190,6685788
1,Goblin Firebomb,Goblin Firebomb,The Brothers' War,235,BRO,Foil,Near Mint,English,Common,452235,6687888
1,Tomakul Scrapsmith,Tomakul Scrapsmith,The Brothers' War,153,BRO,Foil,Near Mint,English,Common,453119,6716555
1,Veteran's Powerblade,Veteran's Powerblade,The Brothers' War,41,BRO,Foil,Near Mint,English,Common,453032,6712980
1,Penregon Strongbull,Penregon Strongbull,The Brothers' War,147,BRO,Foil,Near Mint,English,Common,453111,6715970
1,Thopter Mechanic,Thopter Mechanic,The Brothers' War,68,BRO,Foil,Near Mint,English,Uncommon,452327,6692568
1,Fallaji Vanguard,Fallaji Vanguard,The Brothers' War,210,BRO,Foil,Near Mint,English,Uncommon,452220,6687138
1,Elsewhere Flask,Elsewhere Flask,The Brothers' War: Retro Frame Artifacts,15,BRR,Foil,Near Mint,English,Uncommon,452406,6697936
1,Transmogrant Altar,Transmogrant Altar,The Brothers' War,124,BRO,Foil,Near Mint,English,Uncommon,453131,6717355
1,"Mishra, Excavation Prodigy","Mishra, Excavation Prodigy",The Brothers' War,140,BRO,Foil,Near Mint,English,Uncommon,451445,6668321
1,"Drafna, Founder of Lat-Nam","Drafna, Founder of Lat-Nam",The Brothers' War,47,BRO,Foil,Near Mint,English,Rare,451923,6674742
1,Mishra's Onslaught,Mishra's Onslaught,The Brothers' War,143,BRO,Foil,Near Mint,English,Common,452185,6685488
1,Dredging Claw,Dredging Claw,The Brothers' War,119,BRO,Foil,Near Mint,English,Common,453015,6711620
1,Epic Confrontation,Epic Confrontation,The Brothers' War,176,BRO,Foil,Near Mint,English,Common,452199,6686208
1,Evolving Wilds,Evolving Wilds,The Brothers' War,261,BRO,Foil,Near Mint,English,Common,453127,6717115
1,Mishra's Foundry (Extended Art),Mishra's Foundry,The Brothers' War,372,BRO,Foil,Near Mint,English,Rare,448409,6641260
1,Ichor Wellspring,Ichor Wellspring,Commander Anthology Volume II,193,CM2,Normal,Near Mint,English,Common,166840,3744786
1,Emergency Weld,Emergency Weld,The Brothers' War,93,BRO,Foil,Near Mint,English,Common,453097,6714980
1,Hoarding Recluse,Hoarding Recluse,The Brothers' War,186,BRO,Foil,Near Mint,English,Common,453141,6718065
1,Weakstone's Subjugation,Weakstone's Subjugation,The Brothers' War,72,BRO,Foil,Near Mint,English,Common,453025,6712420
1,Powerstone Engineer,Powerstone Engineer,The Brothers' War,20,BRO,Foil,Near Mint,English,Common,452777,6708367
1,Fallaji Excavation,Fallaji Excavation,The Brothers' War,178,BRO,Foil,Near Mint,English,Uncommon,452202,6686348
1,Yotian Tactician,Yotian Tactician,The Brothers' War,228,BRO,Foil,Near Mint,English,Uncommon,453034,6713140
1,Brushland,Brushland,The Brothers' War,259,BRO,Foil,Near Mint,English,Rare,451474,6669066
1,Staff of Titania (Extended Art),Staff of Titania,Commander: The Brothers' War,50,,Foil,Near Mint,English,Rare,453136,6717725
1,Gnawing Vermin,Gnawing Vermin,The Brothers' War,101,BRO,Foil,Near Mint,English,Uncommon,452534,6704776
1,Obstinate Baloth,Obstinate Baloth,The Brothers' War,187,BRO,Foil,Near Mint,English,Uncommon,452212,6686798
1,Airlift Chaplain,Airlift Chaplain,The Brothers' War,2,BRO,Foil,Near Mint,English,Common,453028,6712660
1,Springleaf Drum,Springleaf Drum,The Brothers' War: Retro Frame Artifacts,55,BRR,Foil,Near Mint,English,Uncommon,452431,6699936
1,Queen Kayla bin-Kroog,Queen Kayla bin-Kroog,The Brothers' War,218,BRO,Foil,Near Mint,English,Rare,448403,6640840
1,Bone Saw,Bone Saw,The Brothers' War: Retro Frame Artifacts,7,BRR,Foil,Near Mint,English,Uncommon,452382,6695286
1,Goblin Blast-Runner,Goblin Blast-Runner,The Brothers' War,137,BRO,Foil,Near Mint,English,Common,452533,6704696
1,Supply Drop,Supply Drop,The Brothers' War,250,BRO,Foil,Near Mint,English,Common,453118,6716475
1,Goring Warplow,Goring Warplow,The Brothers' War,120,BRO,Foil,Near Mint,English,Common,453093,6714690
1,Steel Exemplar,Steel Exemplar,The Brothers' War,246,BRO,Foil,Near Mint,English,Uncommon,452833,6709775
1,Take Flight,Take Flight,The Brothers' War,65,BRO,Foil,Near Mint,English,Uncommon,452545,6705206
1,Tocasia's Onulet,Tocasia's Onulet,The Brothers' War,39,BRO,Foil,Near Mint,English,Common,451936,6675542
1,Trench Stalker,Trench Stalker,The Brothers' War,116,BRO,Foil,Near Mint,English,Common,453082,6713910
1,Everflowing Chalice,Everflowing Chalice,Double Masters,254,2XM,Foil,Near Mint,English,Common,219627,4523910
1,Tower Worker,Tower Worker,The Brothers' War,255,BRO,Foil,Near Mint,English,Common,453123,6716845
