Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
1,Ballroom Brawlers,Ballroom Brawlers,Streets of New Capenna,3,SNC,Normal,Near Mint,English,Uncommon,268682,5503613
1,Arc Spitter,Arc Spitter,Streets of New Capenna,233,SNC,Normal,Near Mint,English,Uncommon,268653,5501536
1,Elegant Entourage,Elegant Entourage,Streets of New Capenna,143,SNC,Normal,Near Mint,English,Uncommon,268792,5509302
3,Disciplined Duelist (Showcase),Disciplined Duelist,Streets of New Capenna,304,SNC,Normal,Near Mint,English,Uncommon,268407,5491074
1,Maestros Diabolist,Maestros Diabolist,Streets of New Capenna,200,SNC,Normal,Near Mint,English,Rare,268457,5494725
2,Jetmir's Fixer,Jetmir's Fixer,Streets of New Capenna,194,SNC,Normal,Near Mint,English,Common,268905,5515007
2,Prizefight,Prizefight,Streets of New Capenna,154,SNC,Normal,Near Mint,English,Common,269112,5527253
1,Rhox Pummeler,Rhox Pummeler,Streets of New Capenna,155,SNC,Normal,Near Mint,English,Common,269113,5527363
1,Glittermonger,Glittermonger,Streets of New Capenna,149,SNC,Normal,Near Mint,English,Common,269109,5526923
1,Attended Socialite,Attended Socialite,Streets of New Capenna,133,SNC,Normal,Near Mint,English,Common,268739,5504939
1,Vampire Scrivener,Vampire Scrivener,Streets of New Capenna,98,SNC,Normal,Near Mint,English,Uncommon,268673,5502918
1,Grisly Sigil,Grisly Sigil,Streets of New Capenna,82,SNC,Normal,Near Mint,English,Uncommon,268670,5502688
2,Corpse Appraiser,Corpse Appraiser,Streets of New Capenna,178,SNC,Normal,Near Mint,English,Uncommon,268662,5502008
2,Nimble Larcenist (Showcase),Nimble Larcenist,Streets of New Capenna,321,SNC,Normal,Near Mint,English,Uncommon,268442,5494054
2,Skybridge Towers (Showcase),Skybridge Towers,Streets of New Capenna,354,SNC,Normal,Near Mint,English,Common,268394,5490014
1,Ledger Shredder,Ledger Shredder,Promo Pack: Streets of New Capenna,46,PPSNC,Normal,Near Mint,English,Rare,269999,5565213
3,Civil Servant,Civil Servant,Streets of New Capenna,176,SNC,Normal,Near Mint,English,Common,268839,5513287
1,Murder,Murder,Streets of New Capenna,88,SNC,Normal,Near Mint,English,Common,268329,5487277
1,Witness Protection,Witness Protection,Streets of New Capenna,66,SNC,Normal,Near Mint,English,Common,268510,5496867
1,Make Disappear,Make Disappear,Streets of New Capenna,49,SNC,Normal,Near Mint,English,Common,268455,5494605
2,Sewer Crocodile,Sewer Crocodile,Streets of New Capenna,60,SNC,Normal,Near Mint,English,Common,269069,5522523
1,Brokers Charm,Brokers Charm,Streets of New Capenna,171,SNC,Normal,Near Mint,English,Uncommon,268251,5485804
2,Cabaretti Charm,Cabaretti Charm,Streets of New Capenna,173,SNC,Normal,Near Mint,English,Uncommon,267974,5484013
1,Obscura Charm,Obscura Charm,Streets of New Capenna,208,SNC,Normal,Near Mint,English,Uncommon,267673,5481700
2,Tramway Station (Showcase),Tramway Station,Streets of New Capenna,356,SNC,Normal,Near Mint,English,Common,268393,5489904
1,Jetmir's Garden,Jetmir's Garden,Promo Pack: Streets of New Capenna,250,PPSNC,Normal,Near Mint,English,Rare,270051,5569863
4,Waterfront District (Showcase),Waterfront District,Streets of New Capenna,357,SNC,Normal,Near Mint,English,Common,268392,5489794
1,High-Rise Sawjack,High-Rise Sawjack,Streets of New Capenna,150,SNC,Normal,Near Mint,English,Common,269110,5527033
1,Broken Wings,Broken Wings,Streets of New Capenna,136,SNC,Normal,Near Mint,English,Common,269096,5525493
1,Wrecking Crew,Wrecking Crew,Streets of New Capenna,132,SNC,Normal,Near Mint,English,Common,269083,5524063
2,A Little Chat,A Little Chat,Streets of New Capenna,47,SNC,Normal,Near Mint,English,Uncommon,268341,5487943
1,An Offer You Can't Refuse,An Offer You Can't Refuse,Streets of New Capenna,51,SNC,Normal,Near Mint,English,Uncommon,268317,5486393
1,Sleep with the Fishes,Sleep with the Fishes,Streets of New Capenna,61,SNC,Normal,Near Mint,English,Uncommon,268774,5507742
1,Cement Shoes,Cement Shoes,Streets of New Capenna,235,SNC,Normal,Near Mint,English,Uncommon,269090,5524833
3,Riveteers Charm (Showcase),Riveteers Charm,Streets of New Capenna,331,SNC,Normal,Near Mint,English,Uncommon,268076,5484829
1,Cabaretti Ascendancy (Showcase),Cabaretti Ascendancy,Streets of New Capenna,299,SNC,Normal,Near Mint,English,Rare,269000,5519508
1,Even the Score,Even the Score,Promo Pack: Streets of New Capenna,42,PPSNC,Normal,Near Mint,English,Mythic,270079,5572263
2,Cabaretti Courtyard,Cabaretti Courtyard,Streets of New Capenna,249,SNC,Normal,Near Mint,English,Common,268758,5506624
2,Buy Your Silence,Buy Your Silence,Streets of New Capenna,6,SNC,Normal,Near Mint,English,Common,268753,5506479
1,Midnight Assassin,Midnight Assassin,Streets of New Capenna,87,SNC,Normal,Near Mint,English,Common,269088,5524613
1,Rooftop Nuisance,Rooftop Nuisance,Streets of New Capenna,57,SNC,Normal,Near Mint,English,Common,268679,5503283
1,Brass Knuckles,Brass Knuckles,Streets of New Capenna,234,SNC,Normal,Near Mint,English,Uncommon,268844,5513837
1,Refuse to Yield,Refuse to Yield,Streets of New Capenna,27,SNC,Normal,Near Mint,English,Uncommon,268752,5506369
1,Brazen Upstart,Brazen Upstart,Streets of New Capenna,169,SNC,Normal,Near Mint,English,Uncommon,268747,5505819
3,Botanical Plaza (Showcase),Botanical Plaza,Streets of New Capenna,350,SNC,Normal,Near Mint,English,Common,268396,5490234
3,Rakish Revelers (Showcase),Rakish Revelers,Streets of New Capenna,328,SNC,Normal,Near Mint,English,Common,268740,5505049
1,Mysterious Limousine,Mysterious Limousine,Streets of New Capenna,22,SNC,Normal,Near Mint,English,Rare,268403,5490844
1,Deal Gone Bad,Deal Gone Bad,Streets of New Capenna,74,SNC,Normal,Near Mint,English,Common,268906,5515117
1,Run Out of Town,Run Out of Town,Streets of New Capenna,58,SNC,Normal,Near Mint,English,Common,269066,5522193
1,Demon's Due,Demon's Due,Streets of New Capenna,75,SNC,Normal,Near Mint,English,Common,269077,5523403
2,Out of the Way,Out of the Way,Streets of New Capenna,52,SNC,Normal,Near Mint,English,Uncommon,268549,5498521
2,Slip Out the Back,Slip Out the Back,Streets of New Capenna,62,SNC,Normal,Near Mint,English,Uncommon,268915,5516107
2,Public Enemy,Public Enemy,Streets of New Capenna,55,SNC,Normal,Near Mint,English,Uncommon,268772,5507522
2,Brazen Upstart (Showcase),Brazen Upstart,Streets of New Capenna,296,SNC,Normal,Near Mint,English,Uncommon,268748,5505929
1,"Kamiz, Obscura Oculus","Kamiz, Obscura Oculus",Commander: Streets of New Capenna,3,NCC,Normal,Near Mint,English,Mythic,268379,5575604
1,"Jinnie Fay, Jetmir's Second","Jinnie Fay, Jetmir's Second",Streets of New Capenna,195,SNC,Normal,Near Mint,English,Rare,268744,5505489
2,Whack,Whack,Streets of New Capenna,99,SNC,Normal,Near Mint,English,Uncommon,268914,5515997
1,Disdainful Stroke,Disdainful Stroke,Streets of New Capenna,39,SNC,Normal,Near Mint,English,Common,268769,5507192
1,Ominous Parcel,Ominous Parcel,Streets of New Capenna,241,SNC,Normal,Near Mint,English,Common,269099,5525823
1,Dig Up the Body,Dig Up the Body,Streets of New Capenna,76,SNC,Normal,Near Mint,English,Common,268668,5502568
1,Brokers Initiate,Brokers Initiate,Streets of New Capenna,5,SNC,Normal,Near Mint,English,Common,269055,5520653
2,Patch Up,Patch Up,Streets of New Capenna,23,SNC,Normal,Near Mint,English,Uncommon,268910,5515557
1,Mage's Attendant,Mage's Attendant,Streets of New Capenna,21,SNC,Normal,Near Mint,English,Uncommon,268498,5495687
1,Rumor Gatherer,Rumor Gatherer,Streets of New Capenna,29,SNC,Normal,Near Mint,English,Uncommon,268316,5486283
1,Darling of the Masses,Darling of the Masses,Streets of New Capenna,181,SNC,Normal,Near Mint,English,Uncommon,269124,5528053
1,Incandescent Aria,Incandescent Aria,Streets of New Capenna,192,SNC,Normal,Near Mint,English,Rare,268741,5505159
3,Corpse Appraiser (Showcase),Corpse Appraiser,Streets of New Capenna,302,SNC,Normal,Near Mint,English,Uncommon,268580,5499531
1,Backstreet Bruiser,Backstreet Bruiser,Streets of New Capenna,35,SNC,Normal,Near Mint,English,Common,269054,5520543
1,Raffine's Informant,Raffine's Informant,Streets of New Capenna,26,SNC,Normal,Near Mint,English,Common,268648,5501386
1,Jackhammer,Jackhammer,Streets of New Capenna,111,SNC,Normal,Near Mint,English,Common,269071,5522743
2,Riveteers Requisitioner,Riveteers Requisitioner,Streets of New Capenna,121,SNC,Normal,Near Mint,English,Uncommon,268908,5515337
2,Unlucky Witness,Unlucky Witness,Streets of New Capenna,128,SNC,Normal,Near Mint,English,Uncommon,268505,5496387
2,Riveteers Decoy,Riveteers Decoy,Streets of New Capenna,156,SNC,Normal,Near Mint,English,Uncommon,269103,5526263
1,"Toluz, Clever Conductor","Toluz, Clever Conductor",Promo Pack: Streets of New Capenna,228,PPSNC,Normal,Near Mint,English,Rare,270025,5567663
1,Pir's Whim,Pir's Whim,Battlebond,73,BBD,Normal,Near Mint,English,Rare,167655,3748912
1,Backup Agent,Backup Agent,Streets of New Capenna,2,SNC,Normal,Near Mint,English,Common,269043,5520273
1,Social Climber,Social Climber,Streets of New Capenna,157,SNC,Normal,Near Mint,English,Common,268746,5505709
1,Antagonize,Antagonize,Streets of New Capenna,100,SNC,Normal,Near Mint,English,Common,269060,5521468
1,Plasma Jockey,Plasma Jockey,Streets of New Capenna,115,SNC,Normal,Near Mint,English,Common,269073,5522963
3,Rogues' Gallery,Rogues' Gallery,Streets of New Capenna,92,SNC,Normal,Near Mint,English,Uncommon,268841,5513507
2,"Cormela, Glamour Thief","Cormela, Glamour Thief",Streets of New Capenna,177,SNC,Normal,Near Mint,English,Uncommon,268461,5495065
2,Maestros Charm,Maestros Charm,Streets of New Capenna,199,SNC,Normal,Near Mint,English,Uncommon,267977,5484133
2,"Queza, Augur of Agonies (Showcase)","Queza, Augur of Agonies",Streets of New Capenna,326,SNC,Normal,Near Mint,English,Uncommon,268825,5511747
1,Spiteful Repossession,Spiteful Repossession,Commander: Streets of New Capenna,90,NCC,Normal,Near Mint,English,Rare,269115,5527528
1,Scheming Fence,Scheming Fence,Streets of New Capenna,219,SNC,Normal,Near Mint,English,Rare,268807,5510637
2,Daring Escape,Daring Escape,Streets of New Capenna,104,SNC,Normal,Near Mint,English,Common,269061,5521603
1,Corrupt Court Official,Corrupt Court Official,Streets of New Capenna,70,SNC,Normal,Near Mint,English,Common,269070,5522633
1,Join the Maestros,Join the Maestros,Streets of New Capenna,85,SNC,Normal,Near Mint,English,Common,268503,5496167
1,Maestros Initiate,Maestros Initiate,Streets of New Capenna,86,SNC,Normal,Near Mint,English,Common,268452,5494345
1,Obscura Initiate,Obscura Initiate,Streets of New Capenna,50,SNC,Normal,Near Mint,English,Common,268770,5507302
1,Crew Captain,Crew Captain,Streets of New Capenna,180,SNC,Normal,Near Mint,English,Uncommon,268945,5517697
1,"Mr. Orfeo, the Boulder","Mr. Orfeo, the Boulder",Streets of New Capenna,204,SNC,Normal,Near Mint,English,Uncommon,268833,5512627
1,"Queza, Augur of Agonies","Queza, Augur of Agonies",Streets of New Capenna,212,SNC,Normal,Near Mint,English,Uncommon,268804,5510412
1,"Ziatora, the Incinerator","Ziatora, the Incinerator",Streets of New Capenna,231,SNC,Normal,Near Mint,English,Mythic,268340,5487833
1,Vivien on the Hunt,Vivien on the Hunt,Streets of New Capenna,162,SNC,Normal,Near Mint,English,Mythic,268431,5493264
1,Speakeasy Server,Speakeasy Server,Streets of New Capenna,32,SNC,Normal,Near Mint,English,Common,269121,5527823
1,Revel Ruiner,Revel Ruiner,Streets of New Capenna,91,SNC,Normal,Near Mint,English,Common,268644,5501046
1,Boon of Safety,Boon of Safety,Streets of New Capenna,4,SNC,Normal,Near Mint,English,Common,269046,5520398
2,Glamorous Outlaw (Showcase),Glamorous Outlaw,Streets of New Capenna,309,SNC,Normal,Near Mint,English,Common,269003,5519693
1,Capenna Express,Capenna Express,Streets of New Capenna,139,SNC,Normal,Near Mint,English,Common,269098,5525713
1,Strangle,Strangle,Streets of New Capenna,125,SNC,Normal,Near Mint,English,Common,268363,5488946
1,Caldaia Strongarm,Caldaia Strongarm,Streets of New Capenna,138,SNC,Normal,Near Mint,English,Common,268843,5513727
1,Faerie Vandal,Faerie Vandal,Streets of New Capenna,44,SNC,Normal,Near Mint,English,Uncommon,268497,5495577
1,Hypnotic Grifter,Hypnotic Grifter,Streets of New Capenna,45,SNC,Normal,Near Mint,English,Uncommon,268645,5501156
1,Illicit Shipment,Illicit Shipment,Streets of New Capenna,83,SNC,Normal,Near Mint,English,Uncommon,268672,5502808
1,Raffine's Tower (Showcase),Raffine's Tower,Streets of New Capenna,353,SNC,Normal,Near Mint,English,Rare,265378,5467682
1,Void Rend,Void Rend,Streets of New Capenna,230,SNC,Normal,Near Mint,English,Rare,268812,5511082
2,Paragon of Modernity,Paragon of Modernity,Streets of New Capenna,242,SNC,Normal,Near Mint,English,Common,269101,5526043
1,Gilded Pinions,Gilded Pinions,Streets of New Capenna,238,SNC,Normal,Near Mint,English,Common,269092,5525053
1,Revelation of Power,Revelation of Power,Streets of New Capenna,28,SNC,Normal,Near Mint,English,Common,269123,5527943
1,Celebrity Fencer,Celebrity Fencer,Streets of New Capenna,7,SNC,Normal,Near Mint,English,Common,268729,5504239
1,Hold for Ransom,Hold for Ransom,Streets of New Capenna,16,SNC,Normal,Near Mint,English,Common,268762,5507064
1,Call In a Professional,Call In a Professional,Streets of New Capenna,103,SNC,Normal,Near Mint,English,Uncommon,268786,5508747
1,Raffine's Silencer,Raffine's Silencer,Streets of New Capenna,90,SNC,Normal,Near Mint,English,Uncommon,268780,5508192
1,Night Clubber,Night Clubber,Streets of New Capenna,89,SNC,Normal,Near Mint,English,Uncommon,268837,5513067
2,Crew Captain (Showcase),Crew Captain,Streets of New Capenna,303,SNC,Normal,Near Mint,English,Uncommon,268946,5517807
1,Professional Face-Breaker,Professional Face-Breaker,Streets of New Capenna,116,SNC,Normal,Near Mint,English,Rare,268665,5502338
2,Syndicate Infiltrator,Syndicate Infiltrator,Streets of New Capenna,226,SNC,Normal,Near Mint,English,Uncommon,268809,5510857
2,Exhibition Magician,Exhibition Magician,Streets of New Capenna,106,SNC,Normal,Near Mint,English,Common,269063,5521863
2,Light 'Em Up,Light 'Em Up,Streets of New Capenna,113,SNC,Normal,Near Mint,English,Common,268319,5486613
2,Witty Roastmaster,Witty Roastmaster,Streets of New Capenna,131,SNC,Normal,Near Mint,English,Common,268790,5509082
2,Warm Welcome,Warm Welcome,Streets of New Capenna,164,SNC,Normal,Near Mint,English,Common,269091,5524943
2,Fatal Grudge,Fatal Grudge,Streets of New Capenna,187,SNC,Normal,Near Mint,English,Uncommon,268743,5505379
1,Cut Your Losses,Cut Your Losses,Streets of New Capenna,38,SNC,Normal,Near Mint,English,Rare,268500,5495907
3,Suspicious Bookcase,Suspicious Bookcase,Streets of New Capenna,245,SNC,Normal,Near Mint,English,Uncommon,268544,5498371
1,Kill Shot,Kill Shot,Streets of New Capenna,19,SNC,Normal,Near Mint,English,Common,269067,5522303
1,Brokers Veteran,Brokers Veteran,Streets of New Capenna,36,SNC,Normal,Near Mint,English,Common,268909,5515447
2,Halo Scarab,Halo Scarab,Streets of New Capenna,239,SNC,Normal,Near Mint,English,Common,269095,5525383
1,Majestic Metamorphosis,Majestic Metamorphosis,Streets of New Capenna,48,SNC,Normal,Near Mint,English,Common,269064,5521973
1,Tainted Indulgence,Tainted Indulgence,Streets of New Capenna,227,SNC,Normal,Near Mint,English,Uncommon,268811,5510972
1,Obscura Charm (Showcase),Obscura Charm,Streets of New Capenna,323,SNC,Normal,Near Mint,English,Uncommon,267674,5481800
1,Fight Rigging,Fight Rigging,Streets of New Capenna,145,SNC,Normal,Near Mint,English,Rare,268664,5502228
1,Professional Face-Breaker,Professional Face-Breaker,Promo Pack: Streets of New Capenna,116,PPSNC,Normal,Near Mint,English,Rare,270006,5565763
2,Gathering Throng,Gathering Throng,Streets of New Capenna,13,SNC,Normal,Near Mint,English,Common,269059,5521313
2,Rakish Revelers,Rakish Revelers,Streets of New Capenna,214,SNC,Normal,Near Mint,English,Common,268738,5504829
2,For the Family,For the Family,Streets of New Capenna,146,SNC,Normal,Near Mint,English,Common,269106,5526593
2,Graveyard Shift,Graveyard Shift,Streets of New Capenna,81,SNC,Normal,Near Mint,English,Uncommon,268507,5496607
2,Forge Boss,Forge Boss,Streets of New Capenna,189,SNC,Normal,Near Mint,English,Uncommon,268660,5501888
1,Gala Greeters,Gala Greeters,Streets of New Capenna,148,SNC,Normal,Near Mint,English,Rare,268366,5489276
1,Expendable Lackey,Expendable Lackey,Streets of New Capenna,43,SNC,Normal,Near Mint,English,Common,269057,5521423
1,Echo Inspector,Echo Inspector,Streets of New Capenna,40,SNC,Normal,Near Mint,English,Common,268630,5500806
1,Security Bypass,Security Bypass,Streets of New Capenna,59,SNC,Normal,Near Mint,English,Common,268568,5498911
2,Girder Goons,Girder Goons,Streets of New Capenna,80,SNC,Normal,Near Mint,English,Common,269084,5575394
1,Citizen's Crowbar,Citizen's Crowbar,Streets of New Capenna,8,SNC,Normal,Near Mint,English,Uncommon,268913,5515887
1,Disciplined Duelist,Disciplined Duelist,Streets of New Capenna,182,SNC,Normal,Near Mint,English,Uncommon,268338,5487613
1,Knockout Blow,Knockout Blow,Streets of New Capenna,20,SNC,Normal,Near Mint,English,Uncommon,268749,5506039
1,Riveteers Charm,Riveteers Charm,Streets of New Capenna,217,SNC,Normal,Near Mint,English,Uncommon,268075,5484729
1,Rabble Rousing,Rabble Rousing,Streets of New Capenna,24,SNC,Normal,Near Mint,English,Rare,268750,5506149
2,Sticky Fingers,Sticky Fingers,Streets of New Capenna,124,SNC,Normal,Near Mint,English,Common,269081,5523843
1,"Hargilde, Kindly Runechanter","Hargilde, Kindly Runechanter",SLX Cards,5,SLX,Normal,Near Mint,English,Rare,268618,5500461
1,Elspeth Resplendent,Elspeth Resplendent,Streets of New Capenna,11,SNC,Normal,Near Mint,English,Mythic,268362,5488836
1,Waterfront District,Waterfront District,Streets of New Capenna,259,SNC,Normal,Near Mint,English,Common,268328,5487167
1,Snooping Newsie,Snooping Newsie,Streets of New Capenna,222,SNC,Normal,Near Mint,English,Common,268502,5496057
1,Wingshield Agent,Wingshield Agent,Streets of New Capenna,64,SNC,Normal,Near Mint,English,Uncommon,269076,5523293
2,Illuminator Virtuoso,Illuminator Virtuoso,Streets of New Capenna,17,SNC,Normal,Near Mint,English,Uncommon,268519,5497351
1,Torch Breath,Torch Breath,Streets of New Capenna,127,SNC,Normal,Near Mint,English,Uncommon,268907,5515227
1,Tavern Swindler,Tavern Swindler,Streets of New Capenna,96,SNC,Normal,Near Mint,English,Uncommon,268783,5508522
2,"Cormela, Glamour Thief (Showcase)","Cormela, Glamour Thief",Streets of New Capenna,301,SNC,Normal,Near Mint,English,Uncommon,268462,5495175
1,"Bjorna, Nightfall Alchemist","Bjorna, Nightfall Alchemist",SLX Cards,2,SLX,Normal,Near Mint,English,Rare,268613,5500276
1,Big Score,Big Score,Streets of New Capenna,102,SNC,Normal,Near Mint,English,Common,268785,5508637
1,Tramway Station,Tramway Station,Streets of New Capenna,258,SNC,Normal,Near Mint,English,Common,268322,5486943
1,Psychic Pickpocket,Psychic Pickpocket,Streets of New Capenna,54,SNC,Normal,Near Mint,English,Uncommon,268540,5498131
1,Exotic Pets,Exotic Pets,Streets of New Capenna,185,SNC,Normal,Near Mint,English,Uncommon,268511,5504029
1,Metropolis Angel,Metropolis Angel,Streets of New Capenna,203,SNC,Normal,Near Mint,English,Uncommon,268800,5510077
1,Cabaretti Charm (Showcase),Cabaretti Charm,Streets of New Capenna,300,SNC,Normal,Near Mint,English,Uncommon,268441,5493934
1,Structural Assault,Structural Assault,Streets of New Capenna,126,SNC,Normal,Near Mint,English,Rare,268918,5516377
1,Masked Bandits,Masked Bandits,Streets of New Capenna,201,SNC,Normal,Near Mint,English,Common,268949,5518137
1,Jewel Thief,Jewel Thief,Streets of New Capenna,151,SNC,Normal,Near Mint,English,Common,268829,5512187
1,Venom Connoisseur,Venom Connoisseur,Streets of New Capenna,161,SNC,Normal,Near Mint,English,Uncommon,268794,5509522
1,Angelic Observer,Angelic Observer,Streets of New Capenna,1,SNC,Normal,Near Mint,English,Uncommon,268760,5506844
